PaperId,Rank,Doi,DocType,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,CitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,DocSubTypes,CreatedDate,IsBiobank,Lead,Country,Region,Lead_h_index,LeadCitationCount,Hindex
2128573775,17318,10.1093/IJE/DYS203,Journal,Cohort Profile: The China Health and Retirement Longitudinal Study (CHARLS),,2014,2/1/14,12/12/12,Oxford University Press,13389975.0,,,43.0,1.0,61,68,11,624,763,International Journal of Epidemiology,,,,6/24/16,1.0,2421907121.0,USA,North America,0.0,5.0,32.0
2006174703,18329,10.1089/JWH.1997.6.49,Journal,The Nurses' Health Study: 20-Year Contribution to the Understanding of Health Among Women,,1997,2/1/97,,J Womens Health,191117624.0,,,6.0,1.0,49,62,77,565,871,Journal of Womens Health,,,,6/24/16,1.0,2057719839.0,,,23.0,9124.0,95.0
2123921851,18079,10.1093/IJE/DYM225,Journal,Cohort profile: The Cardiovascular Risk in Young Finns Study,,2008,12/1/08,2/8/08,Oxford University Press,13389975.0,,,37.0,6.0,1220,1226,57,562,686,International Journal of Epidemiology,,,,6/24/16,1.0,1966148810.0,FIN,Europe & Central Asia,79.0,8643.0,42.0
2105487064,17967,10.1093/IJE/DYI098,Journal,Cohort Profile: The Australian Longitudinal Study on Women's Health,,2005,10/1/05,5/13/05,Oxford University Press,13389975.0,,,34.0,5.0,987,991,141,525,636,International Journal of Epidemiology,,,,6/24/16,1.0,2121226269.0,AUS,East Asia & Pacific,5.0,10.0,45.0
2161441587,17870,10.1093/IJE/DYP322,Journal,"Cohort Profile: The China Health and Nutrition Survey—monitoring and understanding socio-economic and health change in China, 1989–2011",,2010,12/1/10,11/3/09,Oxford University Press,13389975.0,,,39.0,6.0,1435,1440,7,486,750,International Journal of Epidemiology,,,,6/24/16,1.0,2467144958.0,CHN,East Asia & Pacific,2.0,4.0,41.0
2106933779,17716,10.1093/IJE/DYM184,Journal,Cohort profile: the 45 and up study.,,2008,10/1/08,9/19/07,Oxford University Press,13389975.0,,,37.0,5.0,941,947,4,483,745,International Journal of Epidemiology,,,,6/24/16,1.0,1900981730.0,AUS,East Asia & Pacific,3.0,6.0,29.0
2133304451,17770,10.1093/IJE/DYR049,Journal,Cohort profile: The Tromsø Study,,2012,8/1/12,3/21/11,Oxford University Press,13389975.0,,,41.0,4.0,961,967,26,432,668,International Journal of Epidemiology,,,,6/24/16,1.0,643741.0,NOR,Europe & Central Asia,46.0,4830.0,43.0
3015466050,18418,10.1002/CNCR.10197,Journal,"The American Cancer Society Cancer Prevention Study II Nutrition Cohort: rationale, study design, and baseline characteristics.",,2002,1/15/02,1/18/02,Cancer,126033908.0,,,94.0,2.0,2490,2501,66,398,518,Cancer,,,,4/17/20,1.0,,,,,,80.0
2056343794,18919,10.1097/00006250-199404000-00012,Journal,The Maine Women's Health Study: I. Outcomes of hysterectomy.,,1994,4/1/94,,Obstet Gynecol,139838620.0,,,83.0,4.0,556,565,0,388,640,Obstetrics & Gynecology,,,,6/24/16,1.0,2138646435.0,,,20.0,614.0,67.0
2167080331,17668,10.1093/IJE/DYQ250,Journal,Cohort Profile: Design and methods of the PREDIMED study,,2012,4/1/12,12/20/10,Oxford University Press,13389975.0,,,41.0,2.0,377,385,53,384,558,International Journal of Epidemiology,,,,6/24/16,1.0,2112591633.0,ESP,Europe & Central Asia,62.0,3849.0,62.0
2160134719,18085,10.2215/CJN.00070109,Journal,Chronic Renal Insufficiency Cohort (CRIC) Study: Baseline Characteristics and Associations with Kidney Function,,2009,8/1/09,6/18/09,American Society of Nephrology,184267533.0,,,4.0,8.0,1302,1311,50,378,457,Clinical Journal of The American Society of Nephrology,,,,6/24/16,1.0,2073658340.0,USA,North America,57.0,4290.0,31.0
2108165606,18173,10.1093/IJE/DYR054,Journal,Cohort Profile: The INMA—INfancia y Medio Ambiente—(Environment and Childhood) Project,,2012,8/1/12,4/5/11,Oxford University Press,13389975.0,,,41.0,4.0,930,940,82,378,477,International Journal of Epidemiology,,,,6/24/16,1.0,1921673354.0,ESP,Europe & Central Asia,83.0,8401.0,51.0
2100699867,18483,10.1186/1475-9276-3-3,Journal,"The Oslo Health Study: The impact of self-selection in a large, population-based survey.",,2004,5/6/04,5/6/04,BioMed Central,167257428.0,,,3.0,1.0,3,3,43,377,492,International Journal for Equity in Health,,,,6/24/16,1.0,2029916862.0,NOR,Europe & Central Asia,34.0,2751.0,49.0
2100152214,18509,10.1093/IJE/DYI201,Journal,Cohort Profile: The 1946 National Birth Cohort (MRC National Survey of Health and Development),,2006,2/1/06,10/4/05,Oxford University Press,13389975.0,,,35.0,1.0,49,54,41,367,443,International Journal of Epidemiology,,,,6/24/16,1.0,2118112449.0,GBR,Europe & Central Asia,57.0,4543.0,41.0
1911952697,17717,10.1016/J.JCLINEPI.2015.09.016,Journal,Million Veteran Program: A mega-biobank to study genetic influences on health and disease.,,2016,2/1/16,10/9/15,Elsevier,64418186.0,,,70.0,,214,223,17,339,407,Journal of Clinical Epidemiology,,,,6/24/16,1.0,2163792367.0,USA,North America,40.0,7356.0,37.0
2131657653,18232,10.1093/IJE/DYQ219,Journal,Cohort Profile: The Longitudinal Aging Study Amsterdam,,2011,8/1/11,1/6/11,Oxford University Press,13389975.0,,,40.0,4.0,868,876,29,339,490,International Journal of Epidemiology,,,,6/24/16,1.0,557565052.0,NLD,Europe & Central Asia,78.0,8352.0,40.0
2167946477,18490,10.1093/AJE/KWI322,Journal,"The Shanghai Women's Health Study: Rationale, Study Design, and Baseline Characteristics",,2005,12/1/05,10/19/05,Oxford University Press,170967050.0,,,162.0,11.0,1123,1131,67,334,377,American Journal of Epidemiology,,,,6/24/16,1.0,2108692891.0,CHN,East Asia & Pacific,74.0,4705.0,53.0
2103516623,17736,10.1093/IJE/DYU229,Journal,"Cohort Profile: LifeLines, a three-generation cohort study and biobank",,2015,8/1/15,12/14/14,Oxford University Press,13389975.0,,,44.0,4.0,1172,1180,40,327,476,International Journal of Epidemiology,,,,6/24/16,1.0,2308306205.0,,,75.0,3149.0,37.0
1935237410,18044,10.2337/DIACARE.23.11.1619,Journal,The diabetes prevention program: Baseline characteristics of the randomized cohort,,2000,1/1/00,4/3/20,American Diabetes Association Inc.,49878492.0,,,23.0,11.0,1619,1629,0,316,478,Diabetes Care,,,,6/24/16,1.0,2600103546.0,USA,North America,0.0,0.0,70.0
2131298552,18255,10.1093/IJE/DYR197,Journal,Cohort Profile: The Lothian Birth Cohorts of 1921 and 1936,,2012,12/1/12,12/14/11,Oxford University Press,13389975.0,,,41.0,6.0,1576,1584,75,311,376,International Journal of Epidemiology,,,,6/24/16,1.0,2129978861.0,GBR,Europe & Central Asia,72.0,6313.0,47.0
2341084900,17882,10.1093/IJE/DYV316,Journal,Cohort Profile: The Korean Genome and Epidemiology Study (KoGES) Consortium,,2017,4/1/17,4/16/16,Oxford University Press,13389975.0,,,46.0,4.0,1350,1350,37,307,369,International Journal of Epidemiology,,,,6/24/16,1.0,2612477551.0,USA,North America,25.0,867.0,
2140083708,18153,10.1093/IJE/DYM211,Journal,Cohort Profile: Africa Centre Demographic Information System (ACDIS) and population-based HIV survey,,2008,10/1/08,11/12/07,Oxford University Press,13389975.0,,,37.0,5.0,956,962,25,304,389,International Journal of Epidemiology,,,,6/24/16,1.0,2136356386.0,,,64.0,17928.0,35.0
2004993190,18157,10.1093/IJE/DYP321,Journal,Cohort profile: the Swiss HIV Cohort study,,2010,10/1/10,11/30/09,Oxford University Press,13389975.0,,,39.0,5.0,1179,1189,103,295,449,International Journal of Epidemiology,,,,6/24/16,1.0,2241854389.0,CHE,Europe & Central Asia,53.0,4595.0,40.0
2077119043,18437,10.1159/000087446,Journal,The Rush Memory and Aging Project: study design and baseline characteristics of the study cohort.,,2005,10/28/05,10/28/05,Karger Publishers,21771311.0,,,25.0,4.0,163,175,87,290,345,Neuroepidemiology,,,,6/24/16,1.0,2145001418.0,USA,North America,73.0,3815.0,67.0
2071608393,18276,10.1038/IJO.2011.30,Journal,"The IDEFICS cohort: design, characteristics and participation in the baseline survey.",,2011,4/12/11,4/12/11,Nature Publishing Group,103428141.0,,,35.0,1.0,3,15,34,281,370,International Journal of Obesity,,,,6/24/16,1.0,2277375397.0,DEU,Europe & Central Asia,18.0,420.0,42.0
2163603091,17954,10.1093/IJE/DYU027,Journal,Cohort Profile: Longitudinal Study of Adult Health (ELSA-Brasil),,2015,2/1/15,2/27/14,Oxford University Press,13389975.0,,,44.0,1.0,68,75,15,279,409,International Journal of Epidemiology,,,,6/24/16,1.0,2082872497.0,,,35.0,434.0,22.0
2149594063,18850,10.1093/IJE/DYL174,Journal,Cohort profile: 1970 British Birth Cohort (BCS70).,,2006,8/1/06,8/1/06,Oxford University Press,13389975.0,,,35.0,4.0,836,843,36,270,346,International Journal of Epidemiology,,,,6/24/16,1.0,2920309132.0,,,,0.0,22.0
2757321799,17767,10.1136/BMJOPEN-2017-016640,Journal,Cohort profile: The National Health Insurance Service-National Health Screening Cohort (NHIS-HEALS) in Korea,,2017,9/1/17,9/24/17,BMJ Publishing Group,79054089.0,,,7.0,9.0,,,18,267,276,BMJ Open,,,,10/6/17,1.0,2757915752.0,,,,0.0,
2034098851,18255,10.1210/JC.2010-1642,Journal,Characteristics of adolescents and youth with recent-onset type 2 diabetes: the TODAY cohort at baseline,,2011,4/30/11,10/20/10,The Endocrine Society,205775358.0,,,96.0,1.0,159,167,25,266,394,The Journal of Clinical Endocrinology and Metabolism,,,,6/24/16,1.0,2136524350.0,USA,North America,18.0,1026.0,34.0
2042820847,18591,10.1016/S1081-1206(10)61707-3,Journal,Design and baseline characteristics of The Epidemiology and Natural History of Asthma: Outcomes and Treatment Regimens (TENOR) study: a large cohort of patients with severe or difficult-to-treat asthma,,2004,1/1/04,2/20/10,Elsevier,153558830.0,,,92.0,1.0,32,39,22,264,446,Annals of Allergy Asthma & Immunology,,,,6/24/16,1.0,1963800853.0,USA,North America,35.0,2313.0,52.0
2108343924,18276,10.1093/IJE/DYT125,Journal,Cohort Profile: Growing Up in Singapore Towards healthy Outcomes (GUSTO) birth cohort study,,2014,10/1/14,8/2/13,Oxford University Press,13389975.0,,,43.0,5.0,1401,1409,29,264,310,International Journal of Epidemiology,,,,6/24/16,1.0,2170607210.0,USA,North America,82.0,8924.0,31.0
2150526592,18377,10.1093/IJE/DYI202,Journal,Cohort profile: The Southampton Women's Survey,,2006,2/1/06,9/29/05,Oxford University Press,13389975.0,,,35.0,1.0,42,48,11,262,322,International Journal of Epidemiology,,,,6/24/16,1.0,2140769477.0,,,105.0,11268.0,49.0
2110752103,19028,10.1093/IJE/DYM126,Journal,Cohort Profile: The Dutch Hunger Winter Families Study,,2007,12/1/07,6/25/07,Oxford University Press,13389975.0,,,36.0,6.0,1196,1204,53,262,415,International Journal of Epidemiology,,,,6/24/16,1.0,2049406931.0,USA,North America,54.0,3583.0,36.0
2151291137,18819,10.1093/IJE/DYM016,Journal,Cohort Profile: Mandela's children: The 1990 birth to twenty study in South Africa,,2007,6/1/07,3/12/07,Oxford University Press,13389975.0,,,36.0,3.0,504,511,49,260,339,International Journal of Epidemiology,,,,6/24/16,1.0,2236527394.0,GBR,Europe & Central Asia,41.0,2149.0,27.0
2145072286,18180,10.1093/IJE/DYS112,Journal,Cohort Profile: The Born in Bradford multi-ethnic family cohort study,,2013,8/1/13,10/12/12,Oxford University Press,13389975.0,,,42.0,4.0,978,991,19,259,321,International Journal of Epidemiology,,,,6/24/16,1.0,,,,,,30.0
2059718063,19500,10.1164/AJRCCM/145.2_PT_1.301,Journal,The Lung Health Study: Airway Responsiveness to Inhaled Methacholine in Smokers with Mild to Moderate Airflow Limitation,,1992,2/1/92,,American Thoracic Society,2751726451.0,,,145.0,2.0,301,310,15,250,381,The American review of respiratory disease,,,,6/24/16,1.0,3037348248.0,USA,North America,0.0,0.0,64.0
2111865787,18293,10.1093/IJE/DYS084,Journal,"Cohort Profile: Generation Scotland: Scottish Family Health Study (GS:SFHS). The study, its participants and their potential for genetic research on health and illness",,2013,6/1/13,7/10/12,Oxford University Press,13389975.0,,,42.0,3.0,689,700,32,249,299,International Journal of Epidemiology,,,,6/24/16,1.0,2770053432.0,GBR,Europe & Central Asia,80.0,10797.0,35.0
2104762777,18922,10.3310/HTA8320,Journal,The Social Support and Family Health Study: a randomised controlled trial and economic evaluation of two alternative forms of postnatal support for mothers living in disadvantaged inner-city areas,,2004,8/1/04,8/1/04,Health Technol Assess,191206091.0,,,8.0,32.0,1,134,93,247,374,Health Technology Assessment,,,,6/24/16,1.0,662565551.0,GBR,Europe & Central Asia,20.0,451.0,53.0
1982128276,18682,10.1007/S10545-007-0521-2,Journal,Fabry disease: baseline medical characteristics of a cohort of 1765 males and females in the Fabry Registry.,,2007,3/8/07,3/8/07,Kluwer Academic Publishers,186577254.0,,,30.0,2.0,184,192,30,240,383,Journal of Inherited Metabolic Disease,,,,6/24/16,1.0,1871039832.0,USA,North America,12.0,368.0,29.0
2123628956,18286,10.1007/S10654-007-9152-Z,Journal,"The INTERPHONE study: Design, epidemiological methods, and description of the study population",,2007,7/18/07,7/18/07,Springer Netherlands,48690275.0,,,22.0,9.0,647,664,50,236,338,European Journal of Epidemiology,,,,6/24/16,1.0,2142678367.0,GBR,Europe & Central Asia,22.0,1019.0,39.0
2075136384,19484,10.2105/AJPH.77.6.685,Journal,"The San Francisco Men's Health Study: III. Reduction in human immunodeficiency virus transmission among homosexual/bisexual men, 1982-86",,1987,6/1/87,,American Public Health Association,168049282.0,,,77.0,6.0,685,689,7,235,360,American Journal of Public Health,,,,6/24/16,1.0,2142495790.0,,,45.0,3097.0,59.0
2108417554,18309,10.1093/IJE/DYR116,Journal,Cohort Profile: The Irish Longitudinal Study on Ageing,,2011,8/1/11,8/2/11,Oxford University Press,13389975.0,,,40.0,4.0,877,884,9,234,304,International Journal of Epidemiology,,,,6/24/16,1.0,2158176117.0,IRL,Europe & Central Asia,59.0,7544.0,33.0
2917948724,18630,10.1093/IJE/DYI290,Journal,Cohort Profile: The 1982 Pelotas (Brazil) Birth Cohort Study,,2006,4/1/06,12/22/05,Oxford University Press,13389975.0,,,35.0,2.0,237,242,28,234,357,International Journal of Epidemiology,,,,3/2/19,1.0,2947399031.0,,,50.0,378.0,33.0
2147173212,18543,10.1093/IJE/DYQ231,Journal,Cohort Profile: Updating the cohort profile for the MRC National Survey of Health and Development: a new clinic-based data collection for ageing research,,2011,2/1/11,2/22/11,Oxford University Press,13389975.0,,,40.0,1.0,,,15,232,288,International Journal of Epidemiology,,,,6/24/16,1.0,2118112449.0,,,57.0,4543.0,36.0
2160025596,19142,10.1093/IJE/DYM273,Journal,Cohort profile: The Dutch 'TRacking Adolescents' Individual Lives' survey'; TRAILS,,2008,12/1/08,2/8/08,Oxford University Press,13389975.0,,,37.0,6.0,1227,1235,37,231,335,International Journal of Epidemiology,,,,6/24/16,1.0,1442730425.0,NLD,Europe & Central Asia,90.0,9973.0,34.0
2146197273,18862,10.1017/S1041610210001067,Journal,The Sydney Memory and Ageing Study (MAS): methodology and baseline medical and neuropsychiatric characteristics of an elderly epidemiological non-demented cohort of Australians aged 70-90 years.,,2010,12/1/10,7/19/10,Cambridge University Press,175287009.0,,,22.0,8.0,1248,1264,69,223,340,International Psychogeriatrics,,,,6/24/16,1.0,2082175224.0,AUS,East Asia & Pacific,8.0,93.0,39.0
2121248921,18090,10.1093/IJE/DYR199,Journal,Cohort Profile: The Health Survey for England,,2012,12/1/12,1/9/12,Oxford University Press,13389975.0,,,41.0,6.0,1585,1593,25,219,281,International Journal of Epidemiology,,,,6/24/16,1.0,1996598072.0,GBR,Europe & Central Asia,16.0,457.0,35.0
2020723040,18684,10.1007/S10654-007-9209-Z,Journal,The Generation R Study Biobank: a resource for epidemiological studies in children and their parents,,2007,12/19/07,12/19/07,Springer Netherlands,48690275.0,,,22.0,12.0,917,923,15,213,321,European Journal of Epidemiology,,,,6/24/16,1.0,2251992767.0,NLD,Europe & Central Asia,160.0,30361.0,47.0
2141228064,19946,10.7326/0003-4819-122-2-199501150-00003,Journal,"Unrecognized Myocardial Infarction: Epidemiology, Clinical Characteristics, and the Prognostic Role of Angina Pectoris: The Reykjavik Study",,1995,1/15/95,,American College of Physicians,119722071.0,,,122.0,2.0,96,102,0,211,321,Annals of Internal Medicine,,,,6/24/16,1.0,2032370043.0,ISL,Europe & Central Asia,6.0,72.0,42.0
2143938449,18716,10.1093/IJE/DYI174,Journal,Cohort Profile: The Kadoorie Study of Chronic Disease in China (KSCDC),,2005,12/1/05,8/30/05,Oxford University Press,13389975.0,,,34.0,6.0,1243,1249,10,206,310,International Journal of Epidemiology,,,,6/24/16,1.0,1915162981.0,GBR,Europe & Central Asia,131.0,57234.0,19.0
2126369694,18783,10.1093/IJE/DYI127,Journal,Cohort Profile: The Hertfordshire Cohort Study,,2005,12/1/05,6/17/05,Oxford University Press,13389975.0,,,34.0,6.0,1234,1242,20,205,313,International Journal of Epidemiology,,,,6/24/16,1.0,2140769477.0,GBR,Europe & Central Asia,105.0,11268.0,40.0
2167964622,18801,10.1093/IJE/DYL247,Journal,Cohort profile: the GAZEL Cohort Study,,2007,2/1/07,11/12/06,Oxford University Press,13389975.0,,,36.0,1.0,32,39,52,203,265,International Journal of Epidemiology,,,,6/24/16,1.0,2013484335.0,FRA,Europe & Central Asia,11.0,94.0,36.0
2148228932,18378,10.1093/IJE/DYU008,Journal,Cohort Profile: Project Viva,,2015,2/1/15,3/15/14,Oxford University Press,13389975.0,,,44.0,1.0,37,48,66,203,224,International Journal of Epidemiology,,,,6/24/16,1.0,2309573561.0,USA,North America,105.0,13325.0,30.0
2154849094,18465,10.1093/IJE/DYR207,Journal,Cohort Profile: TwinsUK and Healthy Ageing Twin Study,,2013,2/1/13,1/9/12,Oxford University Press,13389975.0,,,42.0,1.0,76,85,49,201,252,International Journal of Epidemiology,,,,6/24/16,1.0,62300903.0,GBR,Europe & Central Asia,151.0,35695.0,48.0
2144304933,18199,10.1093/IJE/DYR080,Journal,Cohort Profile: The international epidemiological databases to evaluate AIDS (IeDEA) in sub-Saharan Africa,,2012,10/1/12,5/18/11,Oxford University Press,13389975.0,,,41.0,5.0,1256,1264,35,193,239,International Journal of Epidemiology,,,,6/24/16,1.0,643763588.0,USA,North America,23.0,626.0,28.0
2915443874,18746,10.1093/IJE/DYM177,Journal,Cohort Profile: The 1993 Pelotas (Brazil) Birth Cohort Study,,2008,8/1/08,9/10/07,Oxford University Press,13389975.0,,,37.0,4.0,704,709,40,184,210,International Journal of Epidemiology,,,,3/2/19,1.0,2947399031.0,BRA,Latin America & Caribbean,50.0,378.0,23.0
2102062612,18760,10.1093/IJE/DYM231,Journal,Cohort profile: the Centers for AIDS Research Network of Integrated Clinical Systems,,2008,10/1/08,2/8/08,Oxford University Press,13389975.0,,,37.0,5.0,948,955,32,183,220,International Journal of Epidemiology,,,,6/24/16,1.0,2245530883.0,USA,North America,76.0,13858.0,15.0
2141345515,18775,10.1093/IJE/DYN041,Journal,Cohort Profile: The Health In Men Study (HIMS),,2009,2/1/09,3/3/08,Oxford University Press,13389975.0,,,38.0,1.0,48,52,28,183,227,International Journal of Epidemiology,,,,6/24/16,1.0,2642636104.0,AUS,East Asia & Pacific,38.0,2128.0,34.0
2151463907,18650,10.1093/IJE/DYR025,Journal,Cohort Profile: The PATH through life project,,2012,8/1/12,2/24/11,Oxford University Press,13389975.0,,,41.0,4.0,951,960,37,181,226,International Journal of Epidemiology,,,,6/24/16,1.0,2005139156.0,AUS,East Asia & Pacific,109.0,24365.0,34.0
2103707875,19198,10.1191/0961203302LU155OA,Journal,Baseline characteristics of a multiethnic lupus cohort: PROFILE,,2002,2/1/02,7/2/16,SAGE Publications Ltd,115920904.0,,,11.0,2.0,95,101,0,179,268,Lupus,,,,6/24/16,1.0,197708591.0,USA,North America,48.0,4118.0,36.0
2163825087,18699,10.1093/IJE/DYQ085,Journal,Cohort Profile: The Cebu Longitudinal Health and Nutrition Survey,,2011,6/1/11,5/27/10,Oxford University Press,13389975.0,,,40.0,3.0,619,625,49,179,225,International Journal of Epidemiology,,,,6/24/16,1.0,281611106.0,USA,North America,30.0,563.0,28.0
2134585221,18287,10.1093/IJE/DYT268,Journal,"Cohort Profile: Estonian Biobank of the Estonian Genome Center, University of Tartu",,2015,8/1/15,2/11/14,Oxford University Press,13389975.0,,,44.0,4.0,1137,1147,56,179,238,International Journal of Epidemiology,,,,6/24/16,1.0,227540701.0,USA,North America,94.0,5555.0,30.0
83292815,20354,,Journal,The Black Women's Health Study: a follow-up study for causes and preventions of illness,,1995,3/1/95,,J Am Med Womens Assoc (1972),2754334086.0,,,50.0,2.0,56,58,0,178,264,Journal of the American Medical Women's Association,,,,6/24/16,1.0,2137374372.0,USA,North America,24.0,402.0,37.0
2101750231,19096,10.1093/IJE/DYL223,Journal,Cohort profile: The ‘Seguimiento Universidad de Navarra’ (SUN) study,,2006,12/1/06,10/22/06,Oxford University Press,13389975.0,,,35.0,6.0,1417,1422,23,178,237,International Journal of Epidemiology,,,,6/24/16,1.0,2086879189.0,ESP,Europe & Central Asia,51.0,1540.0,30.0
2137994899,18693,10.1093/IJE/DYP161,Journal,Cohort Profile: The Golestan Cohort Study—a prospective study of oesophageal cancer in northern Iran,,2010,2/1/10,3/30/09,Oxford University Press,13389975.0,,,39.0,1.0,52,59,21,173,225,International Journal of Epidemiology,,,,6/24/16,1.0,1631637737.0,,,54.0,9721.0,28.0
2096058521,18741,10.1093/IJE/DYU001,Journal,Cohort Profile: UK Millennium Cohort Study (MCS),,2014,12/1/14,2/17/14,Oxford University Press,13389975.0,,,43.0,6.0,1719,1725,23,170,248,International Journal of Epidemiology,,,,6/24/16,1.0,2222331513.0,GBR,Europe & Central Asia,18.0,557.0,20.0
1976044138,19627,10.1097/00006250-199404000-00013,Journal,"The Maine Women's Health Study: II. Outcomes of nonsurgical management of leiomyomas, abnormal bleeding, and chronic pelvic pain.",,1994,4/1/94,,Obstet Gynecol,139838620.0,,,83.0,4.0,566,572,0,169,262,Obstetrics & Gynecology,,,,6/24/16,1.0,2138646435.0,USA,North America,20.0,614.0,48.0
2104117337,18388,10.1093/IJE/DYR148,Journal,Cohort Profile: Geelong Osteoporosis Study,,2012,12/1/12,11/3/11,Oxford University Press,13389975.0,,,41.0,6.0,1565,1575,83,168,250,International Journal of Epidemiology,,,,6/24/16,1.0,272212801.0,AUS,East Asia & Pacific,52.0,4118.0,27.0
