PaperId,Rank,Doi,DocType,OriginalTitle,BookTitle,Year,Date,OnlineDate,Publisher,JournalId,ConferenceSeriesId,ConferenceInstanceId,Volume,Issue,FirstPage,LastPage,ReferenceCount,CitationCount,EstimatedCitation,OriginalVenue,FamilyId,FamilyRank,DocSubTypes,CreatedDate,IsBiobank,Country,Region,Hindex,PI,CitationPI,CitationPI2
2151291137,18819,10.1093/IJE/DYM016,Journal,Cohort Profile: Mandela's children: The 1990 birth to twenty study in South Africa,,2007,6/1/07,3/12/07,Oxford University Press,13389975.0,,,36.0,3.0,504,511,49,260,339,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,17.0,2103771668.0,387661.0,15919
2111865787,18293,10.1093/IJE/DYS084,Journal,"Cohort Profile: Generation Scotland: Scottish Family Health Study (GS:SFHS). The study, its participants and their potential for genetic research on health and illness",,2013,6/1/13,7/10/12,Oxford University Press,13389975.0,,,42.0,3.0,689,700,32,249,299,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,15.0,2146759169.0,568806.0,22145
2104762777,18922,10.3310/HTA8320,Journal,The Social Support and Family Health Study: a randomised controlled trial and economic evaluation of two alternative forms of postnatal support for mothers living in disadvantaged inner-city areas,,2004,8/1/04,8/1/04,Health Technol Assess,191206091.0,,,8.0,32.0,1,134,93,247,374,Health Technology Assessment,,,,6/24/16,1.0,GBR,Europe & Central Asia,8.0,2419840168.0,35786.0,972
1982128276,18682,10.1007/S10545-007-0521-2,Journal,Fabry disease: baseline medical characteristics of a cohort of 1765 males and females in the Fabry Registry.,,2007,3/8/07,3/8/07,Kluwer Academic Publishers,186577254.0,,,30.0,2.0,184,192,30,240,383,Journal of Inherited Metabolic Disease,,,,6/24/16,1.0,USA,North America,24.0,2099483224.0,288584.0,12388
2123628956,18286,10.1007/S10654-007-9152-Z,Journal,"The INTERPHONE study: Design, epidemiological methods, and description of the study population",,2007,7/18/07,7/18/07,Springer Netherlands,48690275.0,,,22.0,9.0,647,664,50,236,338,European Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,29.0,2811397818.0,171059.0,4908
2075136384,19484,10.2105/AJPH.77.6.685,Journal,"The San Francisco Men's Health Study: III. Reduction in human immunodeficiency virus transmission among homosexual/bisexual men, 1982-86",,1987,6/1/87,,American Public Health Association,168049282.0,,,77.0,6.0,685,689,7,235,360,American Journal of Public Health,,,,6/24/16,1.0,,,28.0,2115238472.0,342289.0,5432
2108417554,18309,10.1093/IJE/DYR116,Journal,Cohort Profile: The Irish Longitudinal Study on Ageing,,2011,8/1/11,8/2/11,Oxford University Press,13389975.0,,,40.0,4.0,877,884,9,234,304,International Journal of Epidemiology,,,,6/24/16,1.0,IRL,Europe & Central Asia,19.0,1994867409.0,1227128.0,30755
2917948724,18630,10.1093/IJE/DYI290,Journal,Cohort Profile: The 1982 Pelotas (Brazil) Birth Cohort Study,,2006,4/1/06,12/22/05,Oxford University Press,13389975.0,,,35.0,2.0,237,242,28,234,357,International Journal of Epidemiology,,,,3/2/19,1.0,,,14.0,2065837648.0,1993830.0,63839
2147173212,18543,10.1093/IJE/DYQ231,Journal,Cohort Profile: Updating the cohort profile for the MRC National Survey of Health and Development: a new clinic-based data collection for ageing research,,2011,2/1/11,2/22/11,Oxford University Press,13389975.0,,,40.0,1.0,,,15,232,288,International Journal of Epidemiology,,,,6/24/16,1.0,,,20.0,2433945580.0,55726.0,405
2160025596,19142,10.1093/IJE/DYM273,Journal,Cohort profile: The Dutch 'TRacking Adolescents' Individual Lives' survey'; TRAILS,,2008,12/1/08,2/8/08,Oxford University Press,13389975.0,,,37.0,6.0,1227,1235,37,231,335,International Journal of Epidemiology,,,,6/24/16,1.0,NLD,Europe & Central Asia,24.0,2120820592.0,0.0,0
2146197273,18862,10.1017/S1041610210001067,Journal,The Sydney Memory and Ageing Study (MAS): methodology and baseline medical and neuropsychiatric characteristics of an elderly epidemiological non-demented cohort of Australians aged 70-90 years.,,2010,12/1/10,7/19/10,Cambridge University Press,175287009.0,,,22.0,8.0,1248,1264,69,223,340,International Psychogeriatrics,,,,6/24/16,1.0,AUS,East Asia & Pacific,27.0,2122470004.0,0.0,0
2121248921,18090,10.1093/IJE/DYR199,Journal,Cohort Profile: The Health Survey for England,,2012,12/1/12,1/9/12,Oxford University Press,13389975.0,,,41.0,6.0,1585,1593,25,219,281,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,23.0,2169086651.0,0.0,0
2020723040,18684,10.1007/S10654-007-9209-Z,Journal,The Generation R Study Biobank: a resource for epidemiological studies in children and their parents,,2007,12/19/07,12/19/07,Springer Netherlands,48690275.0,,,22.0,12.0,917,923,15,213,321,European Journal of Epidemiology,,,,6/24/16,1.0,NLD,Europe & Central Asia,18.0,2066246622.0,0.0,0
2141228064,19946,10.7326/0003-4819-122-2-199501150-00003,Journal,"Unrecognized Myocardial Infarction: Epidemiology, Clinical Characteristics, and the Prognostic Role of Angina Pectoris: The Reykjavik Study",,1995,1/15/95,,American College of Physicians,119722071.0,,,122.0,2.0,96,102,0,211,321,Annals of Internal Medicine,,,,6/24/16,1.0,ISL,Europe & Central Asia,9.0,2061726331.0,0.0,0
2143938449,18716,10.1093/IJE/DYI174,Journal,Cohort Profile: The Kadoorie Study of Chronic Disease in China (KSCDC),,2005,12/1/05,8/30/05,Oxford University Press,13389975.0,,,34.0,6.0,1243,1249,10,206,310,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,6.0,2144197545.0,0.0,0
2126369694,18783,10.1093/IJE/DYI127,Journal,Cohort Profile: The Hertfordshire Cohort Study,,2005,12/1/05,6/17/05,Oxford University Press,13389975.0,,,34.0,6.0,1234,1242,20,205,313,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,13.0,2343430982.0,0.0,0
2167964622,18801,10.1093/IJE/DYL247,Journal,Cohort profile: the GAZEL Cohort Study,,2007,2/1/07,11/12/06,Oxford University Press,13389975.0,,,36.0,1.0,32,39,52,203,265,International Journal of Epidemiology,,,,6/24/16,1.0,FRA,Europe & Central Asia,16.0,2132515953.0,33381.0,365
2148228932,18378,10.1093/IJE/DYU008,Journal,Cohort Profile: Project Viva,,2015,2/1/15,3/15/14,Oxford University Press,13389975.0,,,44.0,1.0,37,48,66,203,224,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,27.0,238550446.0,8418.0,124
2154849094,18465,10.1093/IJE/DYR207,Journal,Cohort Profile: TwinsUK and Healthy Ageing Twin Study,,2013,2/1/13,1/9/12,Oxford University Press,13389975.0,,,42.0,1.0,76,85,49,201,252,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,32.0,62300903.0,189007.0,2078
2144304933,18199,10.1093/IJE/DYR080,Journal,Cohort Profile: The international epidemiological databases to evaluate AIDS (IeDEA) in sub-Saharan Africa,,2012,10/1/12,5/18/11,Oxford University Press,13389975.0,,,41.0,5.0,1256,1264,35,193,239,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,24.0,2132296772.0,0.0,0
2915443874,18746,10.1093/IJE/DYM177,Journal,Cohort Profile: The 1993 Pelotas (Brazil) Birth Cohort Study,,2008,8/1/08,9/10/07,Oxford University Press,13389975.0,,,37.0,4.0,704,709,40,184,210,International Journal of Epidemiology,,,,3/2/19,1.0,BRA,Latin America & Caribbean,11.0,2065837648.0,1993830.0,63839
2102062612,18760,10.1093/IJE/DYM231,Journal,Cohort profile: the Centers for AIDS Research Network of Integrated Clinical Systems,,2008,10/1/08,2/8/08,Oxford University Press,13389975.0,,,37.0,5.0,948,955,32,183,220,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,4.0,661513878.0,0.0,0
2141345515,18775,10.1093/IJE/DYN041,Journal,Cohort Profile: The Health In Men Study (HIMS),,2009,2/1/09,3/3/08,Oxford University Press,13389975.0,,,38.0,1.0,48,52,28,183,227,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,28.0,2108430275.0,30346.0,275
2151463907,18650,10.1093/IJE/DYR025,Journal,Cohort Profile: The PATH through life project,,2012,8/1/12,2/24/11,Oxford University Press,13389975.0,,,41.0,4.0,951,960,37,181,226,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,26.0,612724871.0,593565.0,19079
2103707875,19198,10.1191/0961203302LU155OA,Journal,Baseline characteristics of a multiethnic lupus cohort: PROFILE,,2002,2/1/02,7/2/16,SAGE Publications Ltd,115920904.0,,,11.0,2.0,95,101,0,179,268,Lupus,,,,6/24/16,1.0,USA,North America,9.0,2103419615.0,168226.0,2551
2163825087,18699,10.1093/IJE/DYQ085,Journal,Cohort Profile: The Cebu Longitudinal Health and Nutrition Survey,,2011,6/1/11,5/27/10,Oxford University Press,13389975.0,,,40.0,3.0,619,625,49,179,225,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,24.0,2097464933.0,1393660.0,34631
2134585221,18287,10.1093/IJE/DYT268,Journal,"Cohort Profile: Estonian Biobank of the Estonian Genome Center, University of Tartu",,2015,8/1/15,2/11/14,Oxford University Press,13389975.0,,,44.0,4.0,1137,1147,56,179,238,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,24.0,227540701.0,2734915.0,79022
83292815,20354,,Journal,The Black Women's Health Study: a follow-up study for causes and preventions of illness,,1995,3/1/95,,J Am Med Womens Assoc (1972),2754334086.0,,,50.0,2.0,56,58,0,178,264,Journal of the American Medical Women's Association,,,,6/24/16,1.0,USA,North America,0.0,2108390868.0,1132292.0,24272
2101750231,19096,10.1093/IJE/DYL223,Journal,Cohort profile: The ‘Seguimiento Universidad de Navarra’ (SUN) study,,2006,12/1/06,10/22/06,Oxford University Press,13389975.0,,,35.0,6.0,1417,1422,23,178,237,International Journal of Epidemiology,,,,6/24/16,1.0,ESP,Europe & Central Asia,8.0,99749702.0,0.0,0
2137994899,18693,10.1093/IJE/DYP161,Journal,Cohort Profile: The Golestan Cohort Study—a prospective study of oesophageal cancer in northern Iran,,2010,2/1/10,3/30/09,Oxford University Press,13389975.0,,,39.0,1.0,52,59,21,173,225,International Journal of Epidemiology,,,,6/24/16,1.0,,,20.0,1631637737.0,136.0,5
2096058521,18741,10.1093/IJE/DYU001,Journal,Cohort Profile: UK Millennium Cohort Study (MCS),,2014,12/1/14,2/17/14,Oxford University Press,13389975.0,,,43.0,6.0,1719,1725,23,170,248,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,12.0,2121831857.0,0.0,0
1976044138,19627,10.1097/00006250-199404000-00013,Journal,"The Maine Women's Health Study: II. Outcomes of nonsurgical management of leiomyomas, abnormal bleeding, and chronic pelvic pain.",,1994,4/1/94,,Obstet Gynecol,139838620.0,,,83.0,4.0,566,572,0,169,262,Obstetrics & Gynecology,,,,6/24/16,1.0,USA,North America,7.0,2525304143.0,85580.0,1906
2104117337,18388,10.1093/IJE/DYR148,Journal,Cohort Profile: Geelong Osteoporosis Study,,2012,12/1/12,11/3/11,Oxford University Press,13389975.0,,,41.0,6.0,1565,1575,83,168,250,International Journal of Epidemiology,,,,6/24/16,1.0,AUS,East Asia & Pacific,22.0,309449034.0,0.0,0
2124215313,18151,10.1093/IJE/DYS068,Journal,Cohort Profile: The National Prostate Cancer Register of Sweden and Prostate Cancer data Base Sweden 2.0,,2013,8/1/13,5/4/12,Oxford University Press,13389975.0,,,42.0,4.0,956,967,46,168,251,International Journal of Epidemiology,,,,6/24/16,1.0,SWE,Europe & Central Asia,26.0,823672725.0,57488.0,4616
2955483548,19008,,,The Add Health Study: Design and Accomplishments,,2013,1/1/13,,,,,,,,,,3,166,366,,,,,7/12/19,1.0,USA,North America,11.0,2150224950.0,0.0,0
2080879458,18541,10.1016/J.JBSPIN.2011.01.013,Journal,The DESIR cohort: a 10-year follow-up of early inflammatory back pain in France: study design and baseline characteristics of the 708 recruited patients.,,2011,12/1/11,3/31/11,Elsevier Masson,8204489.0,,,78.0,6.0,598,603,37,166,228,Joint Bone Spine,,,,6/24/16,1.0,FRA,Europe & Central Asia,20.0,2431089005.0,0.0,0
2168086579,19034,10.1093/IJE/DYM165,Journal,Cohort Profile: The Adventist Health Study-2 (AHS-2),,2008,4/1/08,4/1/08,Oxford University Press,13389975.0,,,37.0,2.0,260,265,36,160,229,International Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,13.0,2096356056.0,26683.0,904
2149077201,18650,10.1093/IJE/DYP276,Journal,Cohort Profile: Research on Osteoarthritis/Osteoporosis Against Disability study,,2010,8/1/10,9/11/09,Oxford University Press,13389975.0,,,39.0,4.0,988,995,25,159,240,International Journal of Epidemiology,,,,6/24/16,1.0,JPN,East Asia & Pacific,17.0,2143530712.0,225504.0,8874
2130343792,18958,10.1093/IJE/DYM217,Journal,Cohort Profile: Cohort of Norway (CONOR),,2008,6/1/08,11/4/07,Oxford University Press,13389975.0,,,37.0,3.0,481,485,19,158,205,International Journal of Epidemiology,,,,6/24/16,1.0,NOR,Europe & Central Asia,12.0,1968020656.0,65461.0,2322
2158691891,18712,10.1093/IJE/DYP217,Journal,Cohort Profile: The EPIC-NL study,,2010,10/1/10,5/29/09,Oxford University Press,13389975.0,,,39.0,5.0,1170,1178,32,158,187,International Journal of Epidemiology,,,,6/24/16,1.0,GBR,Europe & Central Asia,19.0,3032856201.0,0.0,0
2114529504,19088,10.1093/IJE/DYQ128,Journal,Cohort Profile: The Amsterdam Born Children and their Development (ABCD) Study,,2011,10/1/11,9/2/10,Oxford University Press,13389975.0,,,40.0,5.0,1176,1186,40,157,198,International Journal of Epidemiology,,,,6/24/16,1.0,NLD,Europe & Central Asia,23.0,2331474721.0,0.0,0
2053472744,19459,10.1093/OXFORDJOURNALS.AJE.A009299,Journal,Design and baseline participant characteristics of the Human Immunodeficiency Virus Epidemiology Research (HER) Study: a prospective cohort study of human immunodeficiency virus infection in US women.,,1997,9/15/97,4/9/20,Oxford University Press,170967050.0,,,146.0,6.0,459,469,9,155,232,American Journal of Epidemiology,,,,6/24/16,1.0,USA,North America,8.0,2131596514.0,273105.0,7977
